filename,path,file_id,frequency,start_date,end_date,variable,variable_long_name,variable_standard_name,variable_cell_methods,variable_units,realm
20010301.ocean_daily_2001_110.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_110.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-20, 00:00:00","2001-04-21, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_111.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_111.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-21, 00:00:00","2001-04-22, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_112.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_112.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-22, 00:00:00","2001-04-23, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_113.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_113.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-23, 00:00:00","2001-04-24, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_114.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_114.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-24, 00:00:00","2001-04-25, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_115.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_115.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-25, 00:00:00","2001-04-26, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_116.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_116.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-26, 00:00:00","2001-04-27, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_117.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_117.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-27, 00:00:00","2001-04-28, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_118.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_118.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-28, 00:00:00","2001-04-29, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_119.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_119.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-29, 00:00:00","2001-04-30, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_2001_120.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_2001_120.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-04-30, 00:00:00","2001-05-01, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010301.ocean_daily_z_2001_060.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_060.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-01, 00:00:00","2001-03-02, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_061.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_061.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-02, 00:00:00","2001-03-03, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_062.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_062.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-03, 00:00:00","2001-03-04, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_063.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_063.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-04, 00:00:00","2001-03-05, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_064.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_064.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-05, 00:00:00","2001-03-06, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_065.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_065.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-06, 00:00:00","2001-03-07, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_066.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_066.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-07, 00:00:00","2001-03-08, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_067.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_067.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-08, 00:00:00","2001-03-09, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_068.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_068.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-09, 00:00:00","2001-03-10, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_069.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_069.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-10, 00:00:00","2001-03-11, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_070.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_070.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-11, 00:00:00","2001-03-12, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_071.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_071.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-12, 00:00:00","2001-03-13, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010301.ocean_daily_z_2001_072.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output002/20010301.ocean_daily_z_2001_072.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-03-13, 00:00:00","2001-03-14, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
